RID,ip_src,ip_dst,tcp_srcport,tcp.dstport,tcp_flags_push,tcp_flags_ack,tcp_ack,frame_time,packets,tx_packets,tx_bytes,rx_packets,rx_bytes,Label
172.217.10.110-10.42.0.151-443-57884-6,192.168.1.1,192.168.23.2,4200,8000,1,1,1, 16-Jun 2020 20:18:15.103517000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-123.125.115.164-44321-443-6,192.168.1.1,192.168.23.2,4201,8000,1,1,1, 16-Jun 2020 20:18:15.103523000 Mountain Daylight Time,12,6,324,6,324,Flooding attack
10.42.0.211-106.39.169.66-49284-80-6,192.168.1.1,192.168.23.2,4202,8000,1,1,1, 16-Jun 2020 20:18:15.103530000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
157.240.18.10-10.42.0.151-443-45229-6,192.168.1.1,192.168.23.2,4203,8000,1,1,1, 16-Jun 2020 20:18:15.103540000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
209.10.120.26-10.42.0.211-80-42861-6,192.168.1.1,192.168.23.2,4204,8000,1,1,1, 16-Jun 2020 20:18:15.103545000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
183.79.248.124-10.42.0.151-443-53932-6,192.168.1.1,192.168.23.2,4205,8000,1,1,1, 16-Jun 2020 20:18:15.103552000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-103.43.91.10-37792-443-6,192.168.1.1,192.168.23.2,4206,8000,1,1,1, 16-Jun 2020 20:18:15.103563000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
203.205.190.48-10.42.0.151-80-43720-6,192.168.1.1,192.168.23.2,4207,8000,1,1,1, 16-Jun 2020 20:18:15.103569000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
172.217.12.136-10.42.0.42-443-58959-6,192.168.1.1,192.168.23.2,4208,8000,1,1,1, 16-Jun 2020 20:18:15.103576000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
172.217.12.202-10.42.0.151-443-38545-6,192.168.1.1,192.168.23.2,4209,8000,1,1,1, 16-Jun 2020 20:18:15.103586000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-31.13.80.36-54795-443-6,192.168.1.1,192.168.23.2,4210,8000,1,1,1, 16-Jun 2020 20:18:15.103592000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.130-10.42.0.211-443-46374-6,192.168.1.1,192.168.23.2,4211,8000,1,1,1, 16-Jun 2020 20:18:15.103598000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.10.14-10.42.0.42-443-49462-6,192.168.1.1,192.168.23.2,4212,8000,1,1,1, 16-Jun 2020 20:18:15.103609000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-106.39.162.36-54784-80-6,192.168.1.1,192.168.23.2,4213,8000,1,1,1, 16-Jun 2020 20:18:15.103615000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-104.192.110.245-41872-80-6,192.168.1.1,192.168.23.2,4214,8000,1,1,1, 16-Jun 2020 20:18:15.103621000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
216.58.217.164-10.42.0.211-443-47728-6,192.168.1.1,192.168.23.2,4215,8000,1,1,1, 16-Jun 2020 20:18:15.103633000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-121.12.98.64-56581-80-6,192.168.1.1,192.168.23.2,4216,8000,1,1,1, 16-Jun 2020 20:18:15.103640000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-44878-53-17,192.168.1.1,192.168.23.2,4217,8000,1,1,1, 16-Jun 2020 20:18:15.103653000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-88.212.196.104-37050-443-6,192.168.1.1,192.168.23.2,4218,8000,1,1,1, 16-Jun 2020 20:18:15.103667000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-112.80.248.220-39796-443-6,192.168.1.1,192.168.23.2,4219,8000,1,1,1, 16-Jun 2020 20:18:15.103671000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
180.163.255.159-10.42.0.42-80-47143-6,192.168.1.1,192.168.23.2,4220,8000,1,1,1, 16-Jun 2020 20:18:15.103682000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
169.47.42.237-10.42.0.211-5222-50749-6,192.168.1.1,192.168.23.2,4221,8000,1,1,1, 16-Jun 2020 20:18:15.103695000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
173.241.242.143-10.42.0.42-443-52397-6,192.168.1.1,192.168.23.2,4222,8000,1,1,1, 16-Jun 2020 20:18:15.103703000 Mountain Daylight Time,12,6,324,6,324,Flooding attack
202.77.129.150-10.42.0.211-443-39227-6,192.168.1.1,192.168.23.2,4223,8000,1,1,1, 16-Jun 2020 20:18:15.103711000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
10.42.0.211-66.198.24.253-46101-80-6,192.168.1.1,192.168.23.2,4224,8000,1,1,1, 16-Jun 2020 20:18:15.103731000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-59410-53-17,192.168.1.1,192.168.23.2,4225,8000,1,1,1, 16-Jun 2020 20:18:15.103745000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
192.229.163.180-10.42.0.211-443-45316-6,192.168.1.1,192.168.23.2,4226,8000,1,1,1, 16-Jun 2020 20:18:15.103757000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
8.0.6.4-8.6.0.1-0-0-0,192.168.1.1,192.168.23.2,4227,8000,1,1,1, 16-Jun 2020 20:18:15.103769000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.3.106-10.42.0.211-443-38058-6,192.168.1.1,192.168.23.2,4228,8000,1,1,1, 16-Jun 2020 20:18:15.103772000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-27632-53-17,192.168.1.1,192.168.23.2,4229,8000,1,1,1, 16-Jun 2020 20:18:15.103785000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-23.206.166.66-51781-80-6,192.168.1.1,192.168.23.2,4230,8000,1,1,1, 16-Jun 2020 20:18:15.103793000 Mountain Daylight Time,8,4,216,4,216,Flooding attack
10.42.0.42-31.13.80.37-60553-443-6,192.168.1.1,192.168.23.2,4231,8000,1,1,1, 16-Jun 2020 20:18:15.103803000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-31080-53-17,192.168.1.1,192.168.23.2,4232,8000,1,1,1, 16-Jun 2020 20:18:15.103817000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
221.228.208.97-10.42.0.211-80-54267-6,192.168.1.1,192.168.23.2,4233,8000,1,1,1, 16-Jun 2020 20:18:15.103829000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
10.42.0.211-113.200.98.174-54225-80-6,192.168.1.1,192.168.23.2,4234,8000,1,1,1, 16-Jun 2020 20:18:15.103831000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-104.254.66.16-57527-80-6,192.168.1.1,192.168.23.2,4235,8000,1,1,1, 16-Jun 2020 20:18:15.103847000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
8.0.6.4-8.6.0.1-0-0-0,192.168.1.1,192.168.23.2,4236,8000,1,1,1, 16-Jun 2020 20:18:15.103854000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-123.125.29.220-57839-80-6,192.168.1.1,192.168.23.2,4237,8000,1,1,1, 16-Jun 2020 20:18:15.103860000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
180.149.153.234-10.42.0.211-80-44525-6,192.168.1.1,192.168.23.2,4238,8000,1,1,1, 16-Jun 2020 20:18:15.103871000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
169.47.5.235-10.42.0.211-443-42905-6,192.168.1.1,192.168.23.2,4239,8000,1,1,1, 16-Jun 2020 20:18:15.103875000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.12.174-10.42.0.151-443-36029-6,192.168.1.1,192.168.23.2,4240,8000,1,1,1, 16-Jun 2020 20:18:15.103890000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.106-10.42.0.42-443-44234-6,192.168.1.1,192.168.23.2,4241,8000,1,1,1, 16-Jun 2020 20:18:15.103895000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-69.147.82.60-59567-443-6,192.168.1.1,192.168.23.2,4242,8000,1,1,1, 16-Jun 2020 20:18:15.103897000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.151-119.146.74.33-59416-443-6,192.168.1.1,192.168.23.2,4243,8000,1,1,1, 16-Jun 2020 20:18:15.103905000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
152.163.56.2-10.42.0.211-443-35346-6,192.168.1.1,192.168.23.2,4244,8000,1,1,1, 16-Jun 2020 20:18:15.103916000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
10.42.0.151-61.160.149.70-58833-15100-6,192.168.1.1,192.168.23.2,4245,8000,1,1,1, 16-Jun 2020 20:18:15.103922000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-104.193.88.109-53644-80-6,192.168.1.1,192.168.23.2,4246,8000,1,1,1, 16-Jun 2020 20:18:15.103931000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
222.73.28.96-10.42.0.211-80-40238-6,192.168.1.1,192.168.23.2,4247,8000,1,1,1, 16-Jun 2020 20:18:15.103958000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-47.88.66.107-38561-80-6,192.168.1.1,192.168.23.2,4248,8000,1,1,1, 16-Jun 2020 20:18:15.103965000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-60676-53-17,192.168.1.1,192.168.23.2,4249,8000,1,1,1, 16-Jun 2020 20:18:15.103972000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
157.240.2.20-10.42.0.211-443-50726-6,192.168.1.1,192.168.23.2,4250,8000,1,1,1, 16-Jun 2020 20:18:15.103982000 Mountain Daylight Time,12,6,324,6,324,Flooding attack
10.42.0.151-88.212.196.77-44598-443-6,192.168.1.1,192.168.23.2,4251,8000,1,1,1, 16-Jun 2020 20:18:15.103989000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.42-85.93.5.109-47631-80-6,192.168.1.1,192.168.23.2,4252,8000,1,1,1, 16-Jun 2020 20:18:15.103995000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
216.58.219.238-10.42.0.151-443-57152-6,192.168.1.1,192.168.23.2,4253,8000,1,1,1, 16-Jun 2020 20:18:15.104008000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-66.102.255.44-43113-443-6,192.168.1.1,192.168.23.2,4254,8000,1,1,1, 16-Jun 2020 20:18:15.104023000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
172.217.9.238-10.42.0.211-443-47847-6,192.168.1.1,192.168.23.2,4255,8000,1,1,1, 16-Jun 2020 20:18:15.104039000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.42-119.146.74.49-58472-443-6,192.168.1.1,192.168.23.2,4256,8000,1,1,1, 16-Jun 2020 20:18:15.104048000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-33761-53-17,192.168.1.1,192.168.23.2,4257,8000,1,1,1, 16-Jun 2020 20:18:15.104058000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-49214-53-17,192.168.1.1,192.168.23.2,4258,8000,1,1,1, 16-Jun 2020 20:18:15.104063000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-117.121.27.12-37557-80-6,192.168.1.1,192.168.23.2,4259,8000,1,1,1, 16-Jun 2020 20:18:15.104070000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-51802-53-17,192.168.1.1,192.168.23.2,4260,8000,1,1,1, 16-Jun 2020 20:18:15.104082000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.3.110-10.42.0.151-443-44237-6,192.168.1.1,192.168.23.2,4261,8000,1,1,1, 16-Jun 2020 20:18:15.104085000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-27166-53-17,192.168.1.1,192.168.23.2,4262,8000,1,1,1, 16-Jun 2020 20:18:15.104093000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-104.254.66.16-45747-80-6,192.168.1.1,192.168.23.2,4263,8000,1,1,1, 16-Jun 2020 20:18:15.104103000 Mountain Daylight Time,12,6,324,6,324,Flooding attack
10.42.0.151-10.42.0.1-62902-53-17,192.168.1.1,192.168.23.2,4264,8000,1,1,1, 16-Jun 2020 20:18:15.104110000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.3.110-10.42.0.151-443-49849-6,192.168.1.1,192.168.23.2,4265,8000,1,1,1, 16-Jun 2020 20:18:15.104119000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-9582-17,192.168.1.1,192.168.23.2,4266,8000,1,1,1, 16-Jun 2020 20:18:15.104129000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-42.96.250.50-38215-80-6,192.168.1.1,192.168.23.2,4267,8000,1,1,1, 16-Jun 2020 20:18:15.104136000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
10.42.0.211-66.231.239.122-43849-80-6,192.168.1.1,192.168.23.2,4268,8000,1,1,1, 16-Jun 2020 20:18:15.104143000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
151.101.116.166-10.42.0.211-443-33997-6,192.168.1.1,192.168.23.2,4269,8000,1,1,1, 16-Jun 2020 20:18:15.104155000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
239.255.255.250-10.42.0.1-1900-51972-17,192.168.1.1,192.168.23.2,4270,8000,1,1,1, 16-Jun 2020 20:18:15.104158000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-57716-17,192.168.1.1,192.168.23.2,4271,8000,1,1,1, 16-Jun 2020 20:18:15.104166000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-23.208.168.108-54198-443-6,192.168.1.1,192.168.23.2,4272,8000,1,1,1, 16-Jun 2020 20:18:15.104215000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
172.217.12.206-10.42.0.151-443-59318-6,192.168.1.1,192.168.23.2,4273,8000,1,1,1, 16-Jun 2020 20:18:15.104240000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
10.42.0.151-103.43.91.17-53596-443-6,192.168.1.1,192.168.23.2,4274,8000,1,1,1, 16-Jun 2020 20:18:15.104255000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.74-10.42.0.151-443-45746-6,192.168.1.1,192.168.23.2,4275,8000,1,1,1, 16-Jun 2020 20:18:15.104266000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.10.14-10.42.0.151-443-45907-6,192.168.1.1,192.168.23.2,4276,8000,1,1,1, 16-Jun 2020 20:18:15.104285000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
172.217.6.234-10.42.0.211-443-51023-6,192.168.1.1,192.168.23.2,4277,8000,1,1,1, 16-Jun 2020 20:18:15.104300000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.65-10.42.0.211-443-46234-6,192.168.1.1,192.168.23.2,4278,8000,1,1,1, 16-Jun 2020 20:18:15.104312000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.12.206-10.42.0.151-443-54530-6,192.168.1.1,192.168.23.2,4279,8000,1,1,1, 16-Jun 2020 20:18:15.104331000 Mountain Daylight Time,14,7,378,7,378,Flooding attack
10.42.0.211-77.234.42.92-42159-443-6,192.168.1.1,192.168.23.2,4280,8000,1,1,1, 16-Jun 2020 20:18:15.104346000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-43406-17,192.168.1.1,192.168.23.2,4281,8000,1,1,1, 16-Jun 2020 20:18:15.104362000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-69.147.82.61-41639-443-6,192.168.1.1,192.168.23.2,4284,8000,1,1,1, 16-Jun 2020 20:18:15.104372000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.151-66.198.24.243-38565-80-6,192.168.1.1,192.168.23.2,4285,8000,1,1,1, 16-Jun 2020 20:18:15.104389000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
174.35.73.107-10.42.0.211-80-50200-6,192.168.1.1,192.168.23.2,4286,8000,1,1,1, 16-Jun 2020 20:18:15.104410000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-62914-53-17,192.168.1.1,192.168.23.2,4287,8000,1,1,1, 16-Jun 2020 20:18:15.104425000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
8.8.8.8-10.42.0.211-53-32368-17,192.168.1.1,192.168.23.2,4288,8000,1,1,1, 16-Jun 2020 20:18:15.104430000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.6.194-10.42.0.211-443-34946-6,192.168.1.1,192.168.23.2,4289,8000,1,1,1, 16-Jun 2020 20:18:15.104458000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.46-10.42.0.211-443-43300-6,192.168.1.1,192.168.23.2,4290,8000,1,1,1, 16-Jun 2020 20:18:15.104483000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
151.101.21.140-10.42.0.42-443-39441-6,192.168.1.1,192.168.23.2,4291,8000,1,1,1, 16-Jun 2020 20:18:15.104486000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.227-10.42.0.151-443-51843-6,192.168.1.1,192.168.23.2,4292,8000,1,1,1, 16-Jun 2020 20:18:15.104495000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
192.229.173.173-10.42.0.211-443-47246-6,192.168.1.1,192.168.23.2,4293,8000,1,1,1, 16-Jun 2020 20:18:15.104523000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.42-111.206.25.159-53837-80-6,192.168.1.1,192.168.23.2,4294,8000,1,1,1, 16-Jun 2020 20:18:15.104528000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-119.146.74.49-46645-443-6,192.168.1.1,192.168.23.2,4295,8000,1,1,1, 16-Jun 2020 20:18:15.104538000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
172.217.3.106-10.42.0.151-443-42065-6,192.168.1.1,192.168.23.2,4296,8000,1,1,1, 16-Jun 2020 20:18:15.104564000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-50.18.174.184-33190-443-6,192.168.1.1,192.168.23.2,4297,8000,1,1,1, 16-Jun 2020 20:18:15.104572000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-23.208.168.108-33181-443-6,192.168.1.1,192.168.23.2,4298,8000,1,1,1, 16-Jun 2020 20:18:15.104604000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
209.10.120.26-10.42.0.211-80-45519-6,192.168.1.1,192.168.23.2,4299,8000,1,1,1, 16-Jun 2020 20:18:15.104620000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-31.13.71.36-59758-443-6,192.168.1.1,192.168.23.2,4300,8000,1,1,1, 16-Jun 2020 20:18:15.104634000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.134-10.42.0.211-443-46738-6,192.168.1.1,192.168.23.2,4301,8000,1,1,1, 16-Jun 2020 20:18:15.104822000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
180.76.138.25-10.42.0.211-80-45375-6,192.168.1.1,192.168.23.2,4302,8000,1,1,1, 16-Jun 2020 20:18:15.104827000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-13369-53-17,192.168.1.1,192.168.23.2,4303,8000,1,1,1, 16-Jun 2020 20:18:15.104830000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-76.13.28.196-50047-443-6,192.168.1.1,192.168.23.2,4304,8000,1,1,1, 16-Jun 2020 20:18:15.104832000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
173.194.175.188-10.42.0.42-5228-37014-6,192.168.1.1,192.168.23.2,4305,8000,1,1,1, 16-Jun 2020 20:18:15.104834000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.11.14-10.42.0.211-443-55274-6,192.168.1.1,192.168.23.2,4306,8000,1,1,1, 16-Jun 2020 20:18:15.104836000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-52.94.232.33-54609-443-6,192.168.1.1,192.168.23.2,4307,8000,1,1,1, 16-Jun 2020 20:18:15.104839000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-22468-53-17,192.168.1.1,192.168.23.2,4308,8000,1,1,1, 16-Jun 2020 20:18:15.104841000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.46-10.42.0.151-443-54716-6,192.168.1.1,192.168.23.2,4309,8000,1,1,1, 16-Jun 2020 20:18:15.104855000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-54.254.201.68-60717-80-6,192.168.1.1,192.168.23.2,4310,8000,1,1,1, 16-Jun 2020 20:18:15.104884000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-52.84.29.134-60630-443-6,192.168.1.1,192.168.23.2,4311,8000,1,1,1, 16-Jun 2020 20:18:15.104907000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-77.234.41.79-52355-443-6,192.168.1.1,192.168.23.2,4312,8000,1,1,1, 16-Jun 2020 20:18:15.104918000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-64410-53-17,192.168.1.1,192.168.23.2,4313,8000,1,1,1, 16-Jun 2020 20:18:15.104938000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.42-106.11.92.16-55132-443-6,192.168.1.1,192.168.23.2,4314,8000,1,1,1, 16-Jun 2020 20:18:15.104961000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
202.77.129.150-10.42.0.42-80-59396-6,192.168.1.1,192.168.23.2,4315,8000,1,1,1, 16-Jun 2020 20:18:15.104972000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
140.205.230.8-10.42.0.211-80-57756-6,192.168.1.1,192.168.23.2,4316,8000,1,1,1, 16-Jun 2020 20:18:15.104991000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-42375-17,192.168.1.1,192.168.23.2,4317,8000,1,1,1, 16-Jun 2020 20:18:15.105013000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
174.35.73.136-10.42.0.211-80-54246-6,192.168.1.1,192.168.23.2,4318,8000,1,1,1, 16-Jun 2020 20:18:15.105029000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-103.7.30.118-41352-80-6,192.168.1.1,192.168.23.2,4319,8000,1,1,1, 16-Jun 2020 20:18:15.105060000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
8.0.6.4-8.6.0.1-0-0-0,192.168.1.1,192.168.23.2,4320,8000,1,1,1, 16-Jun 2020 20:18:15.105073000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
206.126.112.142-10.42.0.151-443-51332-6,192.168.1.1,192.168.23.2,4321,8000,1,1,1, 16-Jun 2020 20:18:15.105084000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.11.3-10.42.0.151-443-48903-6,192.168.1.1,192.168.23.2,4322,8000,1,1,1, 16-Jun 2020 20:18:15.105104000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
169.45.214.246-10.42.0.211-443-53988-6,192.168.1.1,192.168.23.2,4323,8000,1,1,1, 16-Jun 2020 20:18:15.105126000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-23.23.129.231-57048-443-6,192.168.1.1,192.168.23.2,4324,8000,1,1,1, 16-Jun 2020 20:18:15.105137000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-52.84.1.164-49226-443-6,192.168.1.1,192.168.23.2,4325,8000,1,1,1, 16-Jun 2020 20:18:15.105157000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-40912-53-17,192.168.1.1,192.168.23.2,4326,8000,1,1,1, 16-Jun 2020 20:18:15.105180000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-44526-17,192.168.1.1,192.168.23.2,4327,8000,1,1,1, 16-Jun 2020 20:18:15.105192000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-121.14.255.82-50045-80-6,192.168.1.1,192.168.23.2,4328,8000,1,1,1, 16-Jun 2020 20:18:15.105221000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.6.206-10.42.0.151-443-49938-6,192.168.1.1,192.168.23.2,4329,8000,1,1,1, 16-Jun 2020 20:18:15.105243000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
172.217.10.109-10.42.0.42-443-40951-6,192.168.1.1,192.168.23.2,4330,8000,1,1,1, 16-Jun 2020 20:18:15.105255000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-47355-53-17,192.168.1.1,192.168.23.2,4331,8000,1,1,1, 16-Jun 2020 20:18:15.105277000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.8.3-10.42.0.211-443-53796-6,192.168.1.1,192.168.23.2,4332,8000,1,1,1, 16-Jun 2020 20:18:15.105299000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
10.42.0.1-10.42.0.42-53-49120-17,192.168.1.1,192.168.23.2,4333,8000,1,1,1, 16-Jun 2020 20:18:15.105312000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.2.170-10.42.0.42-443-34019-6,192.168.1.1,192.168.23.2,4334,8000,1,1,1, 16-Jun 2020 20:18:15.105341000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
